Order_ID,Date,Customer,Product,Category,Region,Sales,Cost,Profit
1429,2027-03-09,David Park,Table,Electronics,Nagoya,245079,147047.4,98031.6
1430,2027-03-10,John Smith,Laptop,Electronics,Tokyo,413073,247843.8,165229.2
1431,2027-03-11,Maria Lee,Phone,Electronics,Osaka,410953,246571.8,164381.2
1432,2027-03-12,Ken Ito,Chair,Furniture,Kyoto,466065,279639,186426
1433,2027-03-13,Anna Kim,Desk,Furniture,Tokyo,409776,245865.6,163910.4
1434,2027-03-14,David Park,Table,Electronics,Nagoya,494214,296528.4,197685.6
1435,2027-03-15,John Smith,Laptop,Electronics,Tokyo,61340,36804,24536
1436,2027-03-16,Maria Lee,Phone,Electronics,Osaka,369274,221564.4,147709.6
1437,2027-03-17,Ken Ito,Chair,Furniture,Kyoto,161545,96927,64618
1438,2027-03-18,Anna Kim,Desk,Furniture,Tokyo,412020,247212,164808
1439,2027-03-19,David Park,Table,Electronics,Nagoya,244982,146989.2,97992.8
1440,2027-03-20,John Smith,Laptop,Electronics,Tokyo,367097,220258.2,146838.8
1441,2027-03-21,Maria Lee,Phone,Electronics,Osaka,94924,56954.4,37969.6
1442,2027-03-22,Ken Ito,Chair,Furniture,Kyoto,98024,58814.4,39209.6
1443,2027-03-23,Anna Kim,Desk,Furniture,Tokyo,498183,298909.8,199273.2
1444,2027-03-24,David Park,Table,Electronics,Nagoya,372128,223276.8,148851.2
1445,2027-03-25,John Smith,Laptop,Electronics,Tokyo,353975,212385,141590
1446,2027-03-26,Maria Lee,Phone,Electronics,Osaka,245060,147036,98024
1447,2027-03-27,Ken Ito,Chair,Furniture,Kyoto,269682,161809.2,107872.8
1448,2027-03-28,Anna Kim,Desk,Furniture,Tokyo,231631,138978.6,92652.4
1449,2027-03-29,David Park,Table,Electronics,Nagoya,214938,128962.8,85975.2
1450,2027-03-30,John Smith,Laptop,Electronics,Tokyo,284506,170703.6,113802.4
1451,2027-03-31,Maria Lee,Phone,Electronics,Osaka,283971,170382.6,113588.4
1452,2027-04-01,Ken Ito,Chair,Furniture,Kyoto,145931,87558.6,58372.4
1453,2027-04-02,Anna Kim,Desk,Furniture,Tokyo,295239,177143.4,118095.6
1454,2027-04-03,David Park,Table,Electronics,Nagoya,213792,128275.2,85516.8
1455,2027-04-04,John Smith,Laptop,Electronics,Tokyo,376958,226174.8,150783.2
1456,2027-04-05,Maria Lee,Phone,Electronics,Osaka,22397,13438.2,8958.8
1457,2027-04-06,Ken Ito,Chair,Furniture,Kyoto,191784,115070.4,76713.6
1458,2027-04-07,Anna Kim,Desk,Furniture,Tokyo,92511,55506.6,37004.4
1459,2027-04-08,David Park,Table,Electronics,Nagoya,456599,273959.4,182639.6
1460,2027-04-09,John Smith,Laptop,Electronics,Tokyo,79906,47943.6,31962.4
1461,2027-04-10,Maria Lee,Phone,Electronics,Osaka,198531,119118.6,79412.4
1462,2027-04-11,Ken Ito,Chair,Furniture,Kyoto,73232,43939.2,29292.8
1463,2027-04-12,Anna Kim,Desk,Furniture,Tokyo,269163,161497.8,107665.2
1464,2027-04-13,David Park,Table,Electronics,Nagoya,28351,17010.6,11340.4
1465,2027-04-14,John Smith,Laptop,Electronics,Tokyo,198938,119362.8,79575.2
1466,2027-04-15,Maria Lee,Phone,Electronics,Osaka,330175,198105,132070
1467,2027-04-16,Ken Ito,Chair,Furniture,Kyoto,442756,265653.6,177102.4
1468,2027-04-17,Anna Kim,Desk,Furniture,Tokyo,252356,151413.6,100942.4
1469,2027-04-18,David Park,Table,Electronics,Nagoya,482502,289501.2,193000.8
1470,2027-04-19,John Smith,Laptop,Electronics,Tokyo,479322,287593.2,191728.8
1471,2027-04-20,Maria Lee,Phone,Electronics,Osaka,135002,81001.2,54000.8
1472,2027-04-21,Ken Ito,Chair,Furniture,Kyoto,447856,268713.6,179142.4
1473,2027-04-22,Anna Kim,Desk,Furniture,Tokyo,179387,107632.2,71754.8
1474,2027-04-23,David Park,Table,Electronics,Nagoya,260100,156060,104040
1475,2027-04-24,John Smith,Laptop,Electronics,Tokyo,392988,235792.8,157195.2
1476,2027-04-25,Maria Lee,Phone,Electronics,Osaka,465454,279272.4,186181.6
1477,2027-04-26,Ken Ito,Chair,Furniture,Kyoto,192454,115472.4,76981.6
1478,2027-04-27,Anna Kim,Desk,Furniture,Tokyo,270430,162258,108172
1479,2027-04-28,David Park,Table,Electronics,Nagoya,437205,262323,174882
1480,2027-04-29,John Smith,Laptop,Electronics,Tokyo,406075,243645,162430
1481,2027-04-30,Maria Lee,Phone,Electronics,Osaka,154872,92923.2,61948.8
1482,2027-05-01,Ken Ito,Chair,Furniture,Kyoto,347332,208399.2,138932.8
1483,2027-05-02,Anna Kim,Desk,Furniture,Tokyo,499325,299595,199730
1484,2027-05-03,David Park,Table,Electronics,Nagoya,476002,285601.2,190400.8
1485,2027-05-04,John Smith,Laptop,Electronics,Tokyo,11702,7021.2,4680.8
1486,2027-05-05,Maria Lee,Phone,Electronics,Osaka,171356,102813.6,68542.4
1487,2027-05-06,Ken Ito,Chair,Furniture,Kyoto,313943,188365.8,125577.2
1488,2027-05-07,Anna Kim,Desk,Furniture,Tokyo,273375,164025,109350
1489,2027-05-08,David Park,Table,Electronics,Nagoya,254685,152811,101874
1490,2027-05-09,John Smith,Laptop,Electronics,Tokyo,223835,134301,89534
1491,2027-05-10,Maria Lee,Phone,Electronics,Osaka,185597,111358.2,74238.8
1492,2027-05-11,Ken Ito,Chair,Furniture,Kyoto,102334,61400.4,40933.6
1493,2027-05-12,Anna Kim,Desk,Furniture,Tokyo,387113,232267.8,154845.2
1494,2027-05-13,David Park,Table,Electronics,Nagoya,257627,154576.2,103050.8
1495,2027-05-14,John Smith,Laptop,Electronics,Tokyo,167665,100599,67066
1496,2027-05-15,Maria Lee,Phone,Electronics,Osaka,278881,167328.6,111552.4
1497,2027-05-16,Ken Ito,Chair,Furniture,Kyoto,234090,140454,93636
1498,2027-05-17,Anna Kim,Desk,Furniture,Tokyo,126810,76086,50724
1499,2027-05-18,David Park,Table,Electronics,Nagoya,348132,208879.2,139252.8
1500,2027-05-19,John Smith,Laptop,Electronics,Tokyo,469381,281628.6,187752.4
